transaction_id,customer_id,campaign_id,purchase_date,amount
82fca23c-22e0-42a7-81bf-8140952866c0,912,19,2024-04-11,4343.865307110125
a262b3ad-2773-42dc-bf29-9f900144d723,101,42,2024-02-24,1011.4310999505141
9cb4eeca-26bf-4e36-8259-10ce281b5f8b,531,80,2024-03-08,2396.500724009893
c4df26e2-c38a-4011-ad6e-10a792ebbdfa,845,41,2024-04-13,4647.298636323308
68cc6676-6285-4721-97ec-25b38fa9602b,139,90,2024-01-24,2397.191928646766
4ba33a55-b179-4a28-b66d-8c7017601f82,237,77,2024-01-23,1394.552323300354
0173a043-e749-4875-9919-323d03f46c63,244,80,2024-01-21,2501.670658996333
9db2f8ff-ad49-4f65-8e30-2a3d39fc6559,135,34,2024-02-23,2622.4927938380997
afbd83e7-e3af-4b4d-b133-64edb90710aa,591,23,2024-01-20,4187.004522004161
5e738f82-8221-410f-a8ff-e734cfad0a56,687,89,2024-04-17,2536.923172997812
e358a76b-9b36-44d6-9f27-c504597e54a1,582,74,2024-03-07,382.8751869950879
ec8136d2-408a-4319-939e-8c031bfa8dd5,151,53,2024-02-03,3069.212751254167
ab14b9eb-5884-440c-a5de-48845b64f770,372,20,2024-03-18,3768.7240945606372
d2e6eb3d-59e3-430d-b495-cbd1d275dcb0,606,75,2024-01-29,1323.1044394663138
6c0d1777-fcd2-48f9-84b2-ed6f19f2f3cb,773,6,2024-01-14,3923.495257432968
a72a76f6-5e1e-46cc-b545-d551dcdebe27,780,23,2024-02-24,2081.9584303713395
a2f23c30-e803-4091-9c30-439ab5c61a9a,552,4,2024-04-17,2048.957565892363
3e87c10c-0b27-45b1-8d6d-c0f925fa5e02,168,70,2024-01-20,3002.9287609815015
a4df3d80-a7cc-484c-b226-a2120b1dc8f6,720,17,2024-04-09,2984.159913928676
f8d4e8e4-e025-416e-a8a3-1e5d18521bd5,83,44,2024-01-06,2007.6128437088678
5a18c16e-7fab-45d0-b1ca-2202956c4101,291,20,2024-01-17,1311.284326838168
67d054d6-d956-4b55-9ffa-2697f55b92d1,736,27,2024-03-31,3102.4976860603933
71f6ce82-6254-4544-b21d-c1386b5fadff,935,97,2024-01-25,4933.83260180293
64671743-a96e-4282-a6e1-824f27fd68bd,128,78,2024-02-11,566.1360407224697
bddbc65f-2912-4225-ab29-70f8edcd7996,76,94,2024-02-04,1091.9297147255288
fc6e9938-d45d-4cab-907d-0a0b5d7c7e03,693,56,2024-02-23,3416.8565610583223
1824f0cd-0eb9-4f96-b67d-eb24162409d1,700,71,2024-01-21,2119.24097144223
4f8088a0-2101-4e9c-9c19-fdedf55f9fbc,666,43,2024-03-31,4862.624067299701
bee0658c-e7ed-420e-9470-47ab48362374,96,61,2024-03-05,1960.3575541032972
14c2a40d-acf7-4bb9-b898-5f68eaeffd32,844,1,2024-02-11,575.3154329529393
f9acc669-b662-4699-9f87-11b49f8f6101,112,100,2024-04-19,4380.935222072696
90502a57-7247-48be-b990-c2e433812e9d,226,44,2024-01-03,431.0843503918172
1a443eff-7d37-4f85-88ee-b5662901c1ca,142,45,2024-02-15,844.9729319411864
b89d6c59-c7ce-49f3-892b-68b9c382d2a2,518,91,2024-01-19,1946.1382101151148
c5026e6c-b25c-4926-9280-c7052eab8851,949,67,2024-01-16,1572.0600707500244
abfc8545-d57d-4fb0-9c6a-b690bedf03d9,458,58,2024-01-25,3364.1479787539774
3fd237ee-715a-45cf-920f-3926c5d90478,403,80,2024-02-12,1945.3306012771297
882b1b0e-9cb5-44ac-b4ec-64efbfd7ba48,711,34,2024-04-16,3835.7547630055506
d4f026ac-fa19-4693-8591-2f2f92ac703f,572,7,2024-02-02,4283.118826348988
8a22dcfc-55a5-48b4-947b-10e357f01ee4,609,9,2024-04-03,4086.357708821793
3a4a0362-9b1a-4908-b427-b85f5fcdfb12,444,37,2024-03-10,2835.6256853721898
76ca082d-9040-4ab8-82df-28313cc7f294,881,85,2024-02-13,2998.4857414531057
741f7631-3202-49c7-adb6-3af59212e635,677,83,2024-03-29,3244.0735405070213
6888f8ae-67aa-4fb8-9496-1243c9ab7b0f,181,77,2024-02-23,4383.2734941598965
fdfd8706-edf8-45c7-b3cc-186d16106bdd,369,59,2024-02-26,1502.856558278201
872f8d74-332e-4c4f-9657-47ce141b1dcc,2,21,2024-02-11,2374.1395058554713
6300c1cf-ffee-4a49-a59b-05d8599b5725,52,58,2024-04-27,625.7989979008313
2cd86a17-7ab1-48bb-9208-3b215fce720d,623,62,2024-02-23,2427.6701133080496
303980b8-9148-42a4-b036-daaecd145131,375,38,2024-02-18,2451.583834081085
286d95a0-1d89-4b00-82e2-dbd07f95b40c,605,95,2024-02-06,2450.2078291545927
19ea3c05-cc6c-4d4d-b7a5-4f8296f8b544,146,24,2024-04-02,170.9564291335342
b602d1d8-0423-40ef-a75b-3c2bb08141f3,181,28,2024-03-28,3449.8931170264636
4720168a-d387-4310-9190-8ef1ae90709b,607,29,2024-02-12,3811.6734809456784
181e3956-7538-45e8-afaf-520db0964d86,678,11,2024-02-01,2779.04315964847
caac5b0e-6cc1-4949-9e0b-4c48a93fed16,441,8,2024-01-20,3387.1749088201755
eca4bd09-cdd4-4c60-b112-91dd6594febe,502,80,2024-01-03,115.27708050365321
f317e5e0-946a-4633-aa67-3ab12a0f9926,553,33,2024-02-25,1714.6836313730025
4c90d3e6-dffa-480f-8907-e892bb95077f,424,93,2024-03-15,3267.687067633351
4a6ed0d4-4158-4910-88f9-5a08b50328ce,626,81,2024-04-16,3777.176663372762
caf85690-1d9f-43a5-8f78-c9cac4fbaa2b,68,50,2024-01-22,26.385661458041564
0bc606d4-43ea-417c-927f-9dfd3f96fa40,711,4,2024-04-25,3913.5306574539254
8fe779ff-39f2-4f96-a1a0-83d7b6423a1d,605,44,2024-03-09,2234.9765417385697
f28bbc88-06d9-4235-b255-aa19dbc0ae4b,504,42,2024-03-14,2020.109291716491
ebeb7706-01c0-4c39-9434-a9b7809cf316,669,29,2024-03-11,4084.8540379461165
6af3cb9b-3b76-40b1-a390-4356dd87737f,364,71,2024-02-07,2137.7308131803866
6e1c93ba-b34b-488f-b1d5-e5c080b15a0d,129,41,2024-02-28,2105.006170138869
4793fa15-4430-44ed-ae21-6d2808c5a85e,165,8,2024-04-08,169.15834455229097
a6d2d32b-c71d-42c1-a52d-c9e667b8a74d,181,99,2024-02-13,371.3229440542448
fa276e76-0a6a-45c3-877b-e3d131046a75,867,61,2024-01-12,1235.2498822365262
c2365cad-3648-42c3-a7ff-d7a2c1be2791,352,93,2024-02-07,3864.5640161673236
aa3c20d3-3e5c-468b-9fa6-771081aa1643,434,48,2024-03-24,3249.743445187097
82bb9fcb-c6c9-40e2-818e-e66e9136160a,240,19,2024-01-05,3922.80482743385
1855a050-e027-49ee-bbd1-c410edd2db31,489,57,2024-03-01,2135.589166491009
366c7ede-fdc0-430d-ba38-92643f26571d,146,75,2024-02-09,3486.3761250796274
c14d633f-ae60-4f06-9547-ef20642843dc,54,26,2024-03-02,3234.703942132788
675a2540-ea25-456b-8e8b-d909e5c48cc5,866,57,2024-03-31,1608.6866374821939
427e4821-9a77-4452-8d33-d58694ef5437,885,50,2024-03-04,4423.683792560931
46317000-a018-482c-8219-0a06d07fcc21,758,87,2024-01-07,3147.55196801543
9058faa2-3f6c-4379-98ad-648168be7ef1,486,50,2024-03-25,1715.5537240776173
5c81d61d-6ac6-4f46-90b3-b48bf5497be6,263,3,2024-04-22,1389.7724369500977
7a4bb096-57ba-4ade-9cc6-0ed4b5358a48,123,17,2024-02-25,2502.2835880036796
d92828f4-dc8d-49b4-83a6-7b20dbc369ca,244,48,2024-02-18,4109.568333358704
9e979516-49bb-4d41-b2f0-7d838b2ff8c7,439,25,2024-01-10,4401.997454127977
2b214c8c-35c2-434c-bb9d-a4084dc0e5c8,635,26,2024-03-29,2364.236966208246
7403c59b-9798-496c-b12c-97cda0a0ca7c,669,16,2024-04-08,3375.2014894431118
20173c66-6a95-4e1c-8ce7-6b93d825dac4,829,68,2024-02-07,3743.802049107837
196325cb-7364-4430-b60c-f69115d62f6e,675,71,2024-02-08,3512.8750236750757
3e8bac1a-3260-46b9-8a46-f41db07ef6b7,771,13,2024-03-04,868.0028967497403
53f5f82e-644d-4862-b049-d4327cc1b528,670,20,2024-02-03,2709.9227178297847
31eee0cc-657c-4afc-ab72-1108bba4884c,80,20,2024-04-17,2309.503302939678
da7b2442-4b6f-40c0-a8eb-89beeacee455,386,3,2024-01-30,2137.604749922819
903151e0-1686-4ff7-969a-518f4cb03fd1,771,38,2024-01-28,3518.941084747531
4d484427-04fa-4846-a543-5bfb40735e99,249,16,2024-01-22,1248.5736788811803
7c6068e2-fdf0-4e29-9dad-d8cfa40969a0,386,30,2024-04-01,1658.2954326764025
1ceebcd4-3a5e-48fd-b7f9-469e39f885c1,884,55,2024-02-14,2255.4471013635343
562d3a3c-9ffe-436f-95d9-73032d39b0de,712,36,2024-04-22,1397.430183158858
13cf3cd8-cecf-4c6e-bf13-333df0a8a778,929,86,2024-04-19,4952.598558785095
fdcee31a-1b1e-4f5d-9913-39e049e254c3,71,21,2024-03-09,1648.1543760284565
6356d5a0-ce93-428b-8220-8e1d66627395,814,57,2024-03-06,319.9504573519739
3c6bb47b-f0f6-4e46-9c2c-7cc06389de40,311,86,2024-04-09,1756.0125368502472
08bdbb8d-ad8e-43da-b23a-83b3e1ebac02,978,54,2024-03-17,4371.967579745176
13f19ec1-145a-4a39-a78e-41f913794fd3,638,13,2024-03-06,896.177229147355
ab911d27-d5be-4790-83c9-bf0a143f242c,961,96,2024-04-01,3061.2997091518246
63f0f266-24df-4716-8223-3791ec8a6acb,241,21,2024-03-04,4939.811395251602
9356dfb0-45a5-4e6e-b6fc-34f91cd9decc,700,81,2024-01-13,1704.8701184257245
81a6a947-3de5-40c6-ab35-e2e4d2d5154d,345,13,2024-04-28,2449.7965849624793
90468a8b-08aa-410a-8f6c-1a0d2a1e5f4c,134,99,2024-01-13,4989.143505830129
1c47ccd6-dd73-4f8d-929f-66c720d2e6a0,679,15,2024-02-19,1341.9812626462278
d1bb9eda-b8e4-4f5c-b788-ddfaa8c0a1b7,25,47,2024-03-19,1346.3417525490497
a175698e-a3ff-493f-8604-12f2c5433a62,294,68,2024-01-09,4748.740772522982
5b9179db-c226-47f2-b92d-95c41f75b699,908,25,2024-03-10,4297.38661492759
f0ced133-37ab-4fab-9098-9ae1af3f3813,614,59,2024-02-23,4648.261087020089
bcd7af6c-851d-431b-8bec-bd8f0ed9cb00,883,13,2024-02-11,3648.9288708456306
e610151c-8b3c-4b7a-89fc-3d0ec3782bf6,879,61,2024-03-31,1998.619748498194
0771c7cd-894c-41b3-af16-b76f41570615,734,9,2024-02-11,1193.9892462336418
5779fd6f-a9c2-4394-a6db-c6857f7b2f75,274,80,2024-03-28,3645.9351795899747
b5b01906-4d2a-42b4-bd1b-8f55243a6501,365,48,2024-01-18,3039.1156959666605
a0028024-48d0-4a44-80f3-6f7d648a3839,89,23,2024-04-01,2290.406469753092
b07aeaa0-2fce-470a-9269-e82ad2b65db7,642,67,2024-02-01,3795.213370429375
b544832a-f1a1-4522-82f2-b9f42ccc6277,99,2,2024-03-27,3130.878943116391
cba8398a-4b3a-47ea-b5b0-b0af2a5422cd,387,68,2024-03-22,130.12557120513617
5aecf039-660b-45f2-8113-7958f1a4ba41,298,48,2024-03-26,558.5487371140806
e925e057-3155-4e52-81c1-66d0456b487e,509,49,2024-03-11,3043.1855307996925
951b1deb-416d-47d5-8cdc-e03c1f365b8d,46,23,2024-02-11,4957.256622384613
dacd9499-5062-4184-bd49-c514c08a44e9,768,6,2024-02-16,3787.3838492401296
df8f49d0-9e3f-4e14-81dc-c12b9920a13e,846,17,2024-01-02,2885.1890109620895
98ce065f-6990-49cf-96cf-af6ec55e2d3c,244,77,2024-02-12,3516.829511651829
32e9ac04-355c-4ddd-9167-ca820c5767f7,261,33,2024-02-23,711.5631016944388
0783a45b-f5bd-481a-ab20-631c4b76f085,911,95,2024-04-01,3364.1226634105687
66ca60c5-f284-4da0-949d-0a2266e4f088,849,76,2024-01-11,3103.487865624778
5f6d855b-b792-4342-8a51-f6c1f41af8a4,154,38,2024-01-29,3891.2641726399534
2dc82256-a5b1-43e2-a101-e212c5ab5715,219,45,2024-04-06,562.9767495420141
726d6e16-35f8-4764-8ce5-7930a37f4ae4,53,82,2024-03-06,2885.6831193347007
3c467a12-00b9-4a55-8d7b-d7629c312bb5,91,87,2024-04-05,611.0381573076733
8ccac0d3-83d8-4e1d-b06f-182c1505d3a7,844,80,2024-01-24,2346.52367788781
78d92625-a721-4bd9-99ca-265613ab5da1,626,12,2024-04-14,216.70204197990992
256e53bd-1cb8-4465-813a-1b3407ac548e,226,25,2024-02-17,2054.512539002114
beb6de86-9809-4312-a8fe-86bbf547d0e1,42,23,2024-03-09,54.31804013548056
b2437a01-2d2c-46c5-b661-7037461512a7,79,54,2024-03-20,3915.3335553696
da37dea6-7f22-430a-9888-6de7698f210e,985,92,2024-03-29,404.1713555881379
cda417b2-03a6-4270-930b-57f002b85112,229,76,2024-04-22,588.7819954784776
15e8f067-d4b2-46dc-a789-2223ba1ea099,281,55,2024-02-08,2248.980106857806
4313c51a-62cf-4e9e-a164-a4327c6142f1,407,25,2024-04-03,1867.2902225571167
90bf08dc-8448-4e67-aeb3-58467e7a2fb2,494,78,2024-01-26,1388.8577209274747
2ed7b06e-014f-4273-a0ae-6f0e9d45c5c5,273,84,2024-01-17,750.7895730794255
cad14f9a-0d74-40c5-ade0-bb550908304e,539,90,2024-03-17,2440.045939224348
b5d7d5d2-8652-48de-831c-7b2d4f178531,73,13,2024-04-28,2322.962502638258
9d8700a4-fd27-471b-ac15-37d9288e8bf5,688,66,2024-02-22,904.66179441885
3d014801-a419-40b8-a89c-8ac3fee6ff0a,968,92,2024-04-02,550.6564997953564
5f88f417-d6da-4f8b-b4d1-75d3f302a56c,782,24,2024-04-28,4093.2732088325265
f286f047-d3da-4c0a-b092-ba5d4794324f,51,89,2024-02-02,1019.6732174797177
140e5db0-5a70-470b-987e-a4b612485995,925,54,2024-02-20,563.2445439117906
f4bb8caa-3ed7-4ff9-8819-ae6e3334287c,763,87,2024-04-14,2302.9945672522804
84f7c7eb-21e8-496a-b392-4a1310a6b539,744,48,2024-01-28,958.1318405249137
88bfec2a-b42c-48dd-adfe-031fc7cd7ed1,726,39,2024-04-05,1801.3451070436927
b0e27e96-1d93-48af-8be8-bb3d9a03db12,888,26,2024-04-24,2577.9528583487854
b0aa5a22-40c2-4f99-9d76-50a0c29d3772,561,84,2024-02-15,4692.102851134087
e2cd9838-50ac-481a-8fb5-0ed4a6ca6a22,345,32,2024-02-24,4445.408381092518
60e0a5bb-0967-401e-a991-6ac74f3102b3,643,32,2024-02-21,3280.896738277001
4566b110-dccc-4b13-acb7-3d6b02563ada,248,89,2024-02-22,4294.622628501415
cb27f29e-ad02-4bf1-a3a7-39082142fa24,898,13,2024-03-17,3888.041965891284
b6d7cacb-d0b7-431f-a5f3-9d893b157aff,867,92,2024-03-21,3050.0319172383893
9eb30e74-dae2-4a59-9c9f-04c23e729c01,487,43,2024-04-15,2098.460479349213
932498a1-41de-40ad-9a4b-52690fc597f6,643,72,2024-01-10,451.958108450069
48a69d79-3a2c-4401-a3ca-bd39192b1573,957,30,2024-01-18,1991.2563855550145
b3113b09-6e65-48a2-87b5-698b548abe36,347,13,2024-03-31,1545.0051575083864
dce57e61-34de-4e7a-8c17-2a41a70ed296,662,77,2024-03-14,4205.2430831153615
c60acf83-90a7-416f-b128-1b250271ce61,711,18,2024-04-08,1145.8232795539946
9257e43c-c125-4d5e-bf5f-90894b1c2570,489,41,2024-04-10,2951.259519705916
8bc3db8a-59b0-4dbe-9779-70786e349fca,154,22,2024-01-06,4571.346661945815
df9e212f-6086-4aca-ba5b-70cc564f7c03,313,49,2024-02-04,3512.0374783416473
fbef982c-9ee4-467f-bc04-31cdd5864dcb,379,16,2024-01-21,3213.637671227655
21cdc78b-41b9-4399-aaca-6f171c393abf,442,9,2024-02-01,3657.413265315605
b32ac489-13f7-4bc8-a43d-774de4e5087b,964,59,2024-02-02,44.03884689711631
f1350bf7-cd17-49b3-95fc-1d59dab1e729,762,34,2024-01-13,3818.7239731933155
58b18c8c-af9b-4739-abb7-e367943a938d,842,62,2024-01-18,2074.047887576073
bf3a9195-4dd7-4bb3-a23d-8d110991b014,492,93,2024-04-19,1459.3168031010396
803ce0fa-9f12-42b5-9933-bde86dd5d642,90,41,2024-02-18,3581.3520742278774
4b5a7e9a-8255-47e1-b307-2a198ddd143d,756,13,2024-04-10,4940.987770490734
4a7623a6-c0d0-4987-a66c-d3b03bfee064,724,69,2024-01-26,1184.3209980758968
4f2b06af-99cb-4742-9c7e-74e1fa81997b,654,32,2024-02-07,4588.091952738987
23ab48f9-b902-47bb-a3ec-81f003785092,323,22,2024-03-02,1376.5320741588923
c1a630fe-6a0b-4b9a-abfa-4430b629d602,619,58,2024-02-13,885.660901192565
744fc844-eabb-422b-98ba-66a2e806b020,922,24,2024-01-11,1470.5906758818817
360e9916-688e-4287-a88d-5213b9b52964,879,39,2024-02-24,1601.6425956860367
5e5cb01e-305f-4472-b44f-d124a83532fe,140,46,2024-02-01,2463.934149780691
5650a901-f8f9-4e81-bc88-a6aa8e5c5fb1,158,65,2024-03-14,887.8527676179324
b561ce62-7488-4d0a-9068-816b139396f1,88,68,2024-04-23,490.911814037596
d64e3609-75a1-41fb-af3d-7c6cd7cbf14e,1,13,2024-02-15,226.27118537111923
f0a8adae-f47e-432d-86bd-f7b55f19193f,206,55,2024-01-07,2130.8334225576987
1ba95fbb-14c3-43ec-9c34-a6a72622e526,931,65,2024-02-02,2442.088581802384
f2916ba1-08fd-4fca-ba35-84d17d8a1b10,369,90,2024-02-23,303.0569956472547
845d26a5-7ffe-4f61-b902-24ddb6f90741,324,55,2024-03-19,1233.6758219818998
81a317db-f26f-4eb6-afc2-f93b99f499a4,869,82,2024-01-23,4238.92300070699
dfeb7554-f0f2-40df-a01a-5c5ce26403f8,602,46,2024-03-21,4531.805132122186
1273d1c1-1a72-477e-9656-6efcc5666601,368,85,2024-04-15,3876.593033450733
a040ce3e-d633-4216-865c-d3322b7ece31,815,36,2024-02-11,854.1995975176976
b38bcfe4-2bb3-4471-a71b-b14244082aba,166,89,2024-01-24,4857.404129105783
213f8854-afaf-43a4-93dd-d12df3718e98,281,73,2024-01-05,4526.744580692021
63742b9d-46c1-4161-83c6-497586eecfe3,597,21,2024-02-13,2056.5525413743326
0bb25c9d-45e8-48bc-bab2-a2c57128406f,716,53,2024-04-25,2068.346930645408
61922f40-cc18-460b-abce-f4d86949f89a,554,100,2024-03-14,552.5047659694698
5215cd0e-8d3a-4327-814f-cd928fd23006,602,48,2024-01-15,3214.314984096288
9b198b2a-cbbb-4299-93f0-7e34e5e5c8cb,963,52,2024-02-16,3697.985749448668
ccb9ab60-d2cc-48ad-b5f6-03d4dfde40ba,886,25,2024-02-08,4986.622928673898
7122f119-cc71-4740-8f10-f9824d57b605,35,68,2024-02-18,3344.94046524411
423d0445-fd3d-490c-a2a3-883ecfd427ae,63,26,2024-02-24,2958.1068985569077
374f108b-c3a6-436a-af2a-ba059605990f,853,7,2024-01-24,3631.237637371672
84877d81-5bd6-4d67-9a0f-b8ac93262b23,795,50,2024-03-12,3053.690072199443
8602d235-da2a-4ce6-9338-9151b12d4550,477,8,2024-02-14,568.9905789938372
575b7dd9-730d-42ce-8c94-d7499675960f,166,93,2024-01-28,2157.172190695485
78856321-39cd-4b66-9c66-0d4c5966e9fc,65,1,2024-01-20,1711.6257581265834
6429ee92-3dca-480e-be06-999e1ec4d32b,40,44,2024-03-16,439.9051525508274
b7255857-6035-4bad-92a9-28bb43b47bf0,11,38,2024-03-14,1827.1366293774302
a06c44e7-4913-4228-8543-204246969d07,565,79,2024-03-17,1647.1777824084013
340c04de-725a-4fcb-beff-4a50811a08ef,377,44,2024-03-05,1347.2997926340283
a35d456c-1714-4ede-83f8-3d9ddf62a5af,792,27,2024-04-24,3581.6537102717843
90b3108b-0e07-4f55-8613-794053afe05c,578,67,2024-03-11,1497.999496242652
b1876f6d-ce7a-4c75-9b14-e5bf52c85a01,29,71,2024-04-11,2441.976488763893
b3d31f7c-6b76-4db2-ac97-84e907db48ce,892,22,2024-04-05,2611.223458147129
04798777-46b4-4c96-8fc6-1d1da6ed3419,176,91,2024-04-03,1230.3561752409653
39049ceb-389f-4829-a42c-1cef293f3e1e,137,12,2024-01-13,3342.519618278489
750f64ce-0bd1-49c8-a445-389a0a120cfb,427,5,2024-02-17,4855.082486528649
